350
38 38
25 30 66362
2 4 178165
11 14 69902
33 1 39623
13 11 112097
33 20 112263
30 37 55998
14 27 49963
21 1 36400
41 13 148148
16 4 155201
39 7 204538
13 7 231873
18 15 249344
1 40 54571
18 38 170273
37 33 42696
38 35 68126
7 2 216757
20 30 125565
29 18 31403
8 32 112539
3 1 91799
25 41 61173
26 7 179622
17 39 147898
1 18 139249
41 18 80780
21 8 92437
16 24 134814
19 4 141887
2 10 119663
7 9 141589
39 38 184930
9 41 72141
33 22 100694
3 25 112727
27 20 92870
10 5 107899
27 29 109287
17 2 71712
39 37 102487
18 35 140228
12 42 27530
4 12 87311
31 35 73120
17 32 10290
34 39 129733
31 14 78396
6 31 93689
39 20 157097
21 18 102849
2 6 124948
38 26 132670
11 41 53259
25 4 86070
5 12 79090
3 38 122823
35 5 91042
30 3 65478
4 6 67245
1 2 98300
34 42 28507
22 7 110059
36 5 193552
23 10 90450
23 39 105721
5 15 242332
4 18 171159
1 15 180017
36 4 191282
16 8 196580
30 31 90897
30 24 20413
2 33 105327
35 24 21268
16 19 180074
18 31 67108
35 2 102806
25 9 71384
6 16 105413
39 5 182985
28 27 41392
39 31 67588
23 38 129914
30 4 89444
40 17 48563
42 18 113936
35 6 38994
14 34 16251
35 11 65752
28 20 96494
20 14 113064
35 39 140708
12 34 977
33 27 48170
16 11 132171
1 38 63620
12 10 28809
39 14 145984
42 30 40073
12 36 114462
7 16
6 4 373807
3 1 107295
6 1 281788
3 7 253593
7 5 477659
3 4 199320
2 1 94968
3 5 224066
5 1 306707
4 2 196714
5 6 398559
6 7 79100
6 2 186820
4 7 452907
7 2 265920
1 7 360888
40 603
20 6 78441
19 5 121790
25 31 62607
6 25 78557
40 39 114360
1 32 102761
17 32 135611
3 5 107797
38 18 140412
10 33 61171
5 27 72087
2 20 118073
12 18 169639
28 36 134988
5 8 45389
32 36 156342
9 37 47566
21 30 66829
22 24 68286
29 8 37984
27 7 85810
36 35 105299
17 2 160105
8 38 70066
33 36 71091
7 31 26190
10 34 104810
37 18 136514
17 25 108022
37 7 63172
8 27 87314
5 24 72869
26 18 264813
37 16 87513
2 35 63793
5 20 14055
25 21 92245
4 21 96443
15 39 51468
37 20 62840
7 20 332
9 12 160290
13 34 76995
26 4 245657
32 6 94716
19 18 186459
2 25 75503
35 24 75301
4 30 120630
24 17 107825
37 17 105293
38 28 82006
18 32 163908
8 32 93562
36 37 96800
11 22 67449
31 27 112000
15 18 133568
15 12 96858
31 18 105246
18 1 83300
5 12 104306
10 9 83028
33 12 138433
9 27 97909
14 16 46020
17 13 116162
3 26 205463
28 7 84301
28 4 117899
15 24 76460
8 10 57301
7 5 13723
25 35 11710
26 32 236617
2 23 176626
25 11 60074
8 11 74008
38 16 106160
19 27 61245
37 23 91945
28 14 105316
4 24 75122
23 38 134038
20 12 90915
40 28 175943
31 15 32465
15 7 54512
18 33 126906
14 6 85166
2 32 151992
39 9 104006
40 6 136865
16 27 110815
39 1 50101
40 18 216599
2 21 144328
1 5 18631
8 4 76536
22 12 129309
2 6 154060
11 36 79410
25 8 105160
26 16 210762
26 9 219242
26 12 252719
16 6 103114
40 29 131698
3 29 71498
15 16 79517
2 8 166574
29 24 36570
13 27 57006
14 24 56532
40 38 183198
29 13 60900
7 18 79056
28 18 111702
8 28 132470
8 22 69700
30 1 120601
14 33 95274
20 28 83969
39 29 79977
30 8 72988
34 2 157260
33 19 134282
21 35 80535
30 35 105503
30 25 117213
25 32 99909
17 22 50040
10 2 182540
27 25 131858
10 26 226422
26 28 270058
28 31 80586
23 16 83226
21 22 89607
20 33 48182
13 26 187115
28 13 113105
29 20 86377
31 5 39913
32 20 105987
29 35 111871
12 37 121421
32 10 108443
24 20 70517
29 9 63711
5 17 101988
17 39 64418
7 13 28804
37 32 79115
35 34 93467
19 38 139305
24 30 45508
8 24 27480
8 15 103940
7 14 71025
5 6 75437
26 24 170535
5 23 72608
25 26 231805
11 38 53436
16 32 82664
8 20 59444
31 19 103223
7 3 105113
38 3 77514
30 19 157829
23 7 58885
12 32 143858
18 22 144693
6 10 58455
27 3 111997
40 20 137875
7 39 45193
25 16 41317
29 22 31716
4 22 70268
29 7 86709
25 5 59771
13 38 100374
12 38 120362
29 10 19317
6 22 70854
31 37 57028
26 23 220090
1 38 87067
35 19 116114
19 34 91938
2 7 118405
38 25 113510
39 19 84220
40 7 138207
28 30 135192
8 37 14447
3 12 143316
13 40 162144
3 17 127447
29 30 82078
3 15 111388
19 28 145803
1 23 63129
10 37 42854
29 28 141560
13 22 92616
22 10 12399
23 20 58553
35 39 31894
26 8 198015
18 17 166657
10 5 95298
39 28 61583
16 10 128510
40 34 135831
15 1 59420
5 35 68335
14 32 122614
20 34 106131
8 7 59112
31 21 34704
24 13 57788
30 39 73609
12 7 90583
35 40 146254
11 28 78053
30 34 180291
26 35 240369
9 13 40903
15 37 89493
32 33 104824
4 19 140110
17 26 274022
33 13 19046
38 33 81328
24 27 114794
8 31 71475
34 37 121750
24 23 104978
21 34 156104
26 31 211947
33 7 47850
17 35 96312
33 28 132151
35 8 102781
10 39 96318
25 22 127523
37 6 15601
11 37 59561
21 32 44761
14 19 113905
20 27 86142
7 35 54612
6 38 71220
12 23 149468
26 39 213942
36 5 36964
28 24 104990
31 38 55969
3 21 56249
6 33 41310
21 38 21265
36 34 129040
5 40 151930
23 31 85075
36 26 135070
12 21 99097
34 23 55719
4 37 62089
17 23 86732
36 29 112945
10 13 80217
22 34 92411
1 2 113497
6 4 77690
38 30 88094
31 32 79465
32 34 181666
12 27 117319
40 17 49942
13 6 60356
2 29 167491
21 17 113059
35 31 50897
25 29 117695
2 36 169092
38 32 23496
21 28 103271
13 1 33712
11 24 46528
7 10 103505
29 26 207105
15 17 112284
9 22 95427
5 37 59836
38 20 82491
23 18 137277
21 20 61226
24 6 28634
14 40 157798
17 6 112774
8 9 33119
1 35 49704
20 14 70693
39 33 82149
11 29 83098
15 19 132086
16 33 72855
39 3 63029
35 11 48364
25 34 105177
33 11 76573
36 39 95880
12 11 66926
37 27 101761
39 12 83396
5 26 172034
21 16 85899
31 40 133363
12 24 108388
31 1 31098
20 15 54844
36 24 109833
34 27 134001
19 16 121980
27 6 117362
14 31 97215
31 36 76877
5 30 118377
3 20 105445
23 33 105794
29 23 68408
7 26 185757
36 8 82353
38 15 88434
37 22 55253
16 34 123074
22 31 64916
16 29 111050
39 11 16470
30 32 111590
27 1 90718
5 18 92779
8 6 30048
24 37 13033
14 9 111218
10 28 157901
34 5 92076
15 5 68235
4 14 131654
12 25 127000
27 17 59156
20 10 103837
12 10 141708
30 10 101395
3 4 110050
35 13 83416
3 1 110021
1 24 75093
7 36 50687
14 38 99118
25 14 87337
34 8 107303
37 19 108573
31 30 89503
18 4 149644
4 31 97442
5 16 38728
28 23 142522
21 37 34354
28 22 145502
27 29 117906
31 17 83421
25 7 46048
20 17 87933
27 26 244121
10 36 132262
33 2 166255
9 2 158598
2 13 147209
1 20 4576
3 31 78923
37 13 44755
20 4 70920
21 11 32171
36 4 121939
21 36 111581
10 18 132294
19 20 107735
35 14 75627
18 8 138168
34 3 169711
35 3 94923
15 23 98936
20 22 91438
40 19 43893
19 10 82241
29 37 23537
12 16 115588
29 4 38552
19 32 115809
37 26 183568
26 6 199169
9 40 195409
39 32 93402
6 18 152115
40 21 163001
11 3 79499
15 29 93960
33 17 123610
27 35 140422
3 40 177389
23 30 150486
35 15 83362
9 20 70039
39 31 19003
25 15 95072
29 12 144958
40 12 197756
33 27 76052
20 31 26522
17 34 111740
22 32 120842
1 11 33631
20 11 29055
39 23 104078
17 10 62439
15 27 140322
22 35 115813
10 24 55887
1 29 90953
16 30 135110
40 33 173552
23 32 157534
38 27 157380
17 36 138952
7 30 115693
8 12 135868
37 2 152127
35 16 29607
26 2 304162
24 9 60599
2 40 210047
33 3 73670
19 25 117023
36 19 158754
6 28 119956
39 4 116445
10 38 84947
5 4 84975
7 17 88265
31 2 114690
28 32 58510
29 34 124127
25 39 43604
19 9 156139
1 25 41140
32 5 119378
34 33 96041
20 36 51019
17 1 92509
18 35 118307
36 30 155341
12 36 141270
24 39 43407
11 13 57527
36 25 96735
38 29 79156
7 16 25005
11 18 107779
25 10 137012
22 38 97346
14 22 124818
23 3 139906
2 15 147155
10 40 112381
17 38 134324
9 28 124494
14 15 125537
29 17 81756
26 20 186089
10 3 90815
32 35 88199
23 19 106534
16 17 112606
1 9 74615
3 25 106633
38 5 95882
37 25 94158
26 30 216043
16 22 116111
27 23 144695
13 20 29136
3 32 101010
18 16 103397
7 21 60894
12 14 95016
36 40 188894
17 28 126001
16 40 162548
5 13 15081
27 39 123574
16 3 124530
21 27 136115
24 34 134783
13 8 30308
13 12 119387
25 18 124440
15 32 111930
11 34 134522
13 21 79109
9 33 21857
17 12 147814
28 35 29689
3 6 63562
17 11 80888
27 36 109051
40 15 162226
18 2 54514
14 37 69565
1 21 65802
31 33 74040
28 12 144979
23 10 49091
8 40 166913
3 24 34928
30 17 138027
31 9 95897
4 38 82885
28 25 41399
1 16 20097
9 38 103185
4 9 102263
10 21 77208
3 13 92716
1 28 79393
14 26 227067
3 2 158716
33 1 52758
26 34 264110
3 28 124612
20 16 24673
6 12 137022
23 9 127651
5 11 42446
30 20 116025
2 22 170141
13 14 99829
13 36 52045
8 39 70887
12 1 95491
9 5 55984
14 27 156835
6 34 137351
34 14 169094
6 36 112401
32 29 97941
10 4 57869
8 17 119740
9 11 98430
2 27 204215
6 23 107546
32 9 126681
6 31 72629
29 21 57891
16 13 53809
24 7 70185
21 18 139950
26 15 240269
20 25 45716
21 6 49955
34 28 123156
11 7 28723
16 4 86441
23 11 87608
1 19 112311
28 37 118023
23 13 87689
30 13 103296
39 13 73997
27 28 170111
21 15 67169
2 30 169296
14 30 102040
11 6 75162
4 32 59389
7 9 69707
11 19 100690
11 32 76932
8 23 106392
11 15 34998
29 14 93102
21 24 21321
14 8 84012
10 15 74643
40 11 130830
15 33 102362
1 14 66117
25 40 157964
37 3 47961
27 32 177054
43 837
15 7 47796
25 43 114218
41 7 76485
21 1 125021
7 25 98291
16 35 111131
9 28 51700
10 5 98003
4 30 80593
5 40 60896
42 40 86099
11 3 186994
41 9 39608
18 40 73426
20 24 42112
19 26 99807
9 8 23842
33 9 68609
36 8 84549
38 26 130410
43 41 62017
4 14 132394
16 41 84094
23 3 112099
37 10 74565
32 4 121201
9 34 81884
14 42 63526
29 37 117137
18 42 78699
39 19 111001
40 20 60775
37 40 128916
39 5 85285
23 33 65251
42 39 100811
40 3 82795
3 6 42382
28 16 96186
17 8 107158
12 24 90913
37 18 121516
3 41 73138
30 9 85349
33 32 106344
38 11 214737
25 37 141065
33 22 94644
36 18 72117
1 39 117023
17 5 94947
8 37 63072
37 16 124137
32 26 74604
35 33 85344
28 12 112011
28 37 131351
12 39 157227
25 41 144172
9 4 106276
26 27 115073
33 43 46200
33 6 61560
31 39 165899
42 1 66181
27 8 87204
10 33 137306
25 3 149059
4 40 137837
21 42 119774
5 2 118226
11 19 140157
5 34 110776
37 35 105875
29 19 133418
18 30 45287
2 20 96407
42 8 60676
2 9 106595
10 1 98015
15 3 44449
4 2 127989
7 3 70407
3 22 75466
5 3 62865
4 19 172337
27 10 132030
29 38 123297
13 2 166481
8 14 90080
11 30 151714
26 12 117077
14 15 55319
30 6 78300
39 37 141876
33 2 106890
13 14 143828
23 28 113380
5 22 53567
12 40 91872
30 43 62940
38 3 107174
9 3 33530
9 31 128910
24 15 19703
13 3 111120
30 26 61669
24 26 87368
6 20 20362
27 38 130878
3 1 62877
2 29 134973
6 31 120058
3 30 106373
6 19 74913
3 32 71265
23 41 100473
25 17 126388
20 25 123658
40 21 144939
30 23 81991
32 8 13893
18 21 87675
23 14 97413
32 17 121051
1 22 53579
6 22 33084
11 14 87226
10 31 182031
30 8 109209
13 43 99999
39 6 105768
9 5 29335
10 2 137178
14 43 49101
40 19 115326
27 3 96892
11 6 156414
1 26 86113
42 37 116485
3 8 57372
17 35 134991
26 16 85656
7 19 79918
36 33 43570
32 39 92697
27 5 90748
30 14 98176
17 28 103683
9 21 106639
27 7 100239
23 16 110276
34 19 83655
33 30 16740
14 40 115503
37 12 139962
27 20 74872
31 5 130888
15 42 47753
3 39 107102
8 21 82797
22 37 121587
9 38 73644
20 16 55996
10 34 150552
5 12 71942
15 40 60184
26 35 103514
18 38 85213
39 30 104577
22 12 84543
29 4 150979
36 10 130806
9 39 102646
4 23 131551
28 13 97957
12 42 97145
16 34 119610
20 17 94826
30 42 77365
28 33 54008
18 7 78742
31 11 178973
30 10 154017
13 9 77590
13 11 215009
14 28 60908
37 23 106522
11 7 190341
34 33 64415
15 17 94235
35 40 100940
5 35 49284
32 24 68337
7 28 88577
11 26 194151
23 6 69717
42 28 88534
43 20 33919
38 23 48509
41 37 119259
7 34 118761
42 17 116093
43 32 60144
3 28 69105
7 20 25367
31 3 162440
38 2 90148
18 6 33013
24 39 133248
35 13 73682
41 38 95548
12 33 112195
28 32 88004
2 37 148161
28 18 82555
8 39 78826
35 14 92216
10 12 128979
31 28 140495
38 24 91875
30 22 103900
40 31 160471
24 18 72467
19 17 149377
6 41 30756
25 32 91886
4 28 117888
37 43 102060
13 15 88509
11 9 153464
29 33 96578
31 29 168910
2 16 136807
8 25 91687
8 41 63450
20 28 63210
3 37 113181
32 31 143835
40 16 93751
20 3 45040
17 38 139256
37 14 145889
12 36 122285
35 12 121226
16 4 150762
30 19 151107
7 32 6405
7 42 73711
11 12 207873
36 38 95268
24 29 97966
31 26 164896
18 35 102780
8 1 53189
12 16 104797
6 16 53338
26 25 112947
5 37 108986
8 35 42803
26 6 65618
17 43 105725
20 18 53375
11 43 136327
6 14 75090
15 31 139829
34 35 61492
36 3 79543
13 1 48243
27 23 105561
24 1 59949
27 4 124246
7 13 114467
9 18 41865
38 5 85275
25 12 61957
25 6 113416
32 23 57343
30 34 67452
34 32 118188
38 13 133530
29 42 76072
43 15 33328
28 36 10438
15 32 48654
11 21 181415
21 26 104057
23 29 93334
36 27 63198
36 5 91030
35 32 56696
36 26 88499
30 32 123084
23 9 78569
37 33 148260
32 1 67082
34 25 72355
4 38 83042
19 37 122692
7 12 97188
24 34 66360
15 39 113565
26 4 142262
21 38 44837
20 33 80119
6 7 45729
18 26 98631
21 36 69218
18 41 63769
5 13 79078
15 20 22429
2 3 140125
34 38 108302
14 32 103973
16 39 147132
5 25 133899
15 18 52794
7 16 81363
34 4 101670
30 17 140951
36 19 124277
22 15 52855
20 31 140420
3 19 99591
31 12 113906
28 43 74109
27 35 84068
4 36 107442
39 20 114156
4 5 117907
22 16 86422
38 7 110521
16 10 113154
21 12 53067
35 23 82072
3 43 55939
16 21 134335
3 42 70364
29 41 89261
18 22 66097
37 34 161535
25 2 98674
31 37 193014
24 25 138715
38 37 153295
39 11 202631
36 41 70413
19 2 108705
7 1 66224
21 43 105332
32 11 191199
13 39 109683
32 42 74569
25 31 51949
13 41 58504
10 21 129704
14 19 52931
34 41 90159
18 32 79600
16 13 122076
16 42 81320
8 19 89903
35 28 31308
29 8 54065
20 30 96859
2 8 111862
25 36 78108
28 19 113839
17 4 97073
13 33 130298
8 38 97486
4 20 117786
30 28 37268
8 4 121016
6 27 70265
11 35 166630
28 6 60552
31 30 103227
40 22 73497
17 22 107548
13 23 138455
30 35 68576
15 25 124174
24 16 53250
18 10 110533
32 38 105852
40 39 136941
13 25 182154
27 34 22576
38 19 131830
32 5 67070
38 25 53727
24 31 159512
13 21 173264
5 30 98783
33 26 78409
10 7 31791
42 4 143110
7 29 74363
40 29 98918
28 1 49714
34 6 90736
35 6 69767
36 23 108821
10 25 130082
2 22 64659
19 16 110547
38 22 31708
19 18 107926
43 34 63529
34 17 133867
13 32 115325
13 26 134356
26 34 129121
12 30 95455
4 1 117919
2 7 105387
12 38 97904
23 8 71236
26 15 67685
38 39 94580
9 36 62138
23 25 102236
21 6 104526
29 3 59839
38 6 64792
11 23 184639
38 40 105205
33 8 92451
24 42 67436
33 21 59128
34 12 116532
23 17 144181
42 31 165744
27 29 95330
24 17 113918
18 33 28547
9 27 63362
17 29 132969
13 18 101751
15 10 79587
12 32 98046
10 35 94892
16 30 118859
1 20 40857
4 6 97424
9 16 44486
13 20 89100
40 26 106031
7 22 78813
27 42 55378
41 24 70210
15 8 34761
26 5 86101
8 11 177306
20 11 164974
38 42 110478
17 26 140082
11 24 122862
27 1 90760
32 16 82221
40 34 99816
14 27 8148
26 23 92790
24 40 79867
31 2 150623
27 13 139003
41 22 63840
9 7 36877
20 21 118149
18 2 78343
24 5 59937
43 4 128685
1 43 51756
42 33 60625
8 5 53177
16 33 102119
32 2 98982
13 19 143651
38 1 85287
3 10 102198
29 11 173953
43 19 88470
13 24 108192
21 31 60839
11 17 230878
18 25 96565
41 15 50527
17 36 114121
29 9 67357
36 14 71346
40 2 138156
14 17 149554
31 35 162351
43 8 46251
22 23 80217
35 24 97247
11 27 95374
4 35 139717
16 18 73572
29 21 122226
7 33 105486
11 4 156339
28 34 30184
42 11 150752
22 4 64359
2 39 87710
34 8 104295
11 1 176909
34 21 63465
11 41 187170
13 29 62420
2 42 119300
25 22 85457
31 19 194971
16 36 106624
21 28 79656
15 11 142545
14 1 95585
20 8 35352
28 40 69632
38 31 105676
14 26 106925
40 13 68161
33 4 97333
29 10 106154
41 5 51239
31 22 86974
9 25 115529
1 16 73833
32 21 91500
41 20 51118
30 24 115951
16 38 118130
10 38 142312
10 20 57158
1 15 40266
17 1 53969
8 26 60711
43 9 22409
15 9 10919
43 35 50385
2 26 51151
32 9 37735
7 36 99015
27 15 63467
7 26 70623
22 43 64345
39 27 120069
3 16 78021
24 3 64132
9 20 11510
23 12 121176
30 21 42388
7 30 122226
25 19 156010
1 31 140553
13 10 146258
28 38 98340
27 37 143013
36 40 80070
33 17 136024
21 39 139417
20 32 31772
2 14 55774
7 39 99102
7 4 127606
4 12 91272
10 26 102414
10 42 105502
23 18 36704
21 19 147120
27 40 110702
6 17 74464
41 19 105669
40 11 187768
19 23 83321
18 39 82775
21 22 76545
24 2 91410
35 9 66645
16 25 125445
27 32 101097
15 5 40254
18 34 92962
30 36 26848
14 31 155028
41 35 91283
39 23 46071
13 42 114424
20 26 45256
16 29 111843
11 34 117950
30 1 86982
6 29 58505
4 15 117195
19 1 95408
3 17 116846
14 33 95139
20 34 93394
2 12 149202
6 9 8872
10 11 222132
43 26 79175
35 25 110402
8 10 52089
5 11 135931
14 3 99768
34 23 128137
16 27 97034
20 38 85154
21 35 110964
15 38 84563
29 28 42570
5 19 95396
14 20 77748
22 27 103349
36 34 40622
3 34 99289
26 39 138861
25 1 133911
37 20 68141
39 35 36001
34 31 124304
37 17 162967
4 13 166162
29 1 79000
13 31 188796
21 5 125009
38 30 87225
23 21 93346
29 26 114776
7 17 120193
20 23 89115
34 39 97493
10 6 77520
15 12 71230
27 31 146880
14 22 108174
3 4 139806
21 2 107564
22 19 107997
9 19 66061
18 4 125880
28 15 62619
16 5 73821
16 11 176112
17 2 172207
32 36 98442
35 1 81022
17 27 144729
43 24 53011
36 15 73057
33 38 98928
34 1 79898
37 24 110253
16 43 66895
28 11 135322
9 14 66238
41 1 10261
12 18 84472
2 30 112820
17 12 125923
12 43 82720
40 8 73107
4 37 170380
2 27 63922
9 40 49265
31 18 148514
6 1 20495
1 40 19918
25 42 128643
12 3 93841
9 24 30602
18 11 159468
42 36 98972
6 32 46587
41 39 127284
8 31 143636
16 17 127802
16 8 68328
17 18 107477
3 33 102139
14 34 30724
20 22 53446
43 2 104875
29 14 103478
15 35 77564
5 23 90200
24 28 82302
41 21 135282
39 43 86386
17 21 135278
35 36 41746
17 31 119707
10 41 108276
40 32 87000
15 21 115284
8 13 101432
6 2 97743
19 42 102895
36 22 77070
33 11 168454
33 24 99211
26 22 98702
10 14 134906
28 22 66632
39 25 146403
24 19 88567
26 37 113397
21 37 140679
4 25 29315
8 6 32694
1 37 108998
22 9 41936
8 24 54444
30 27 90028
12 8 84153
30 13 135225
24 6 39454
18 27 103278
35 22 97940
40 7 86142
22 32 79671
31 43 151319
10 9 68668
41 42 76442
9 1 29347
29 20 78878
15 2 111093
12 1 71954
41 40 9657
40 6 40413
4 31 22634
16 15 33567
13 6 68738
39 22 78925
35 20 78155
5 18 53496
34 29 72754
12 13 120213
22 11 189498
10 17 151984
41 27 101021
12 9 60311
34 15 86043
40 25 153829
22 34 96816
13 36 108395
23 43 100978
36 31 130057
3 18 75395
33 25 68018
34 42 77954
38 43 96053
4 41 128180
12 27 121724
36 1 60152
23 15 89488
29 25 121664
1 18 53508
39 29 47263
1 2 118238
23 24 109171
14 16 88886
23 40 110130
36 24 92740
26 28 98937
40 33 101973
12 14 126549
25 30 51278
21 14 94189
40 10 117933
5 1 40978
17 39 170992
20 36 73648
37 11 233115
36 2 127120
7 31 150240
33 41 92316
19 15 76980
42 9 36834
31 16 173396
39 10 130893
13 17 102212
12 19 126372
10 4 159397
24 7 67479
41 31 150814
5 6 20483
37 15 90572
12 20 71821
42 20 48344
30 37 165000
5 43 51744
8 22 65778
42 5 66169
36 37 141789
26 3 90296
24 4 136878
19 35 132706
12 29 109964
14 39 128217
33 5 82043
37 32 49179
7 8 20298
25 21 8890
5 28 80592
1 23 90212
28 41 59975
40 30 106900
24 22 72538
29 43 61647
21 24 129825
14 24 35636
29 18 91518
6 43 31261
19 27 61079
8 18 65714
22 10 110604
5 7 66212
27 24 43804
27 21 86041
23 10 95539
43 36 84564
33 39 111322
2 23 41639
32 29 67958
10 43 91077
35 29 11262
37 7 42774
28 25 88546
41 14 105846
28 39 67309
25 27 94959
38 35 129648
28 10 120368
39 230
27 35 137074
6 32 72152
30 20 207953
29 38 40546
13 29 159298
36 29 98887
4 2 107018
26 17 125079
36 11 59625
15 4 84055
19 34 76066
10 14 231819
12 39 138822
7 1 70674
4 39 142672
34 1 76865
1 23 97608
27 4 75875
18 21 104710
17 23 188157
36 3 57642
12 37 70310
38 21 85303
5 29 60584
35 17 297252
26 24 222321
1 11 77952
30 27 77529
17 24 296960
1 30 48012
11 7 90515
5 30 36899
39 20 266031
23 4 112495
6 4 88070
22 6 52342
6 5 83847
32 34 89177
18 39 120927
19 17 202285
24 8 135348
37 29 97375
17 15 245890
12 33 176838
23 21 139027
17 31 278185
25 7 132816
39 14 89131
1 22 44498
31 25 178244
29 1 80942
8 27 72813
2 39 92952
2 19 105462
7 30 25455
10 15 256149
19 9 129418
10 37 159861
32 13 122962
26 4 179473
8 38 37217
4 22 97426
38 23 53749
31 5 112127
6 16 129413
12 5 31395
33 3 126123
36 32 100406
15 38 73925
20 32 233157
8 2 28649
11 21 119371
10 13 221784
25 23 88197
17 38 198829
21 17 152132
32 37 113025
30 32 25204
17 39 231527
39 30 70528
13 25 153250
3 15 60493
12 9 127124
10 25 244953
16 15 125398
20 18 258352
24 20 270750
25 8 113586
5 14 55502
20 22 251807
28 4 57027
9 27 136359
38 10 182224
31 8 69003
8 21 60536
35 34 94331
36 7 51256
38 39 101520
24 5 121657
18 4 122543
13 11 128999
21 2 89185
3 26 134134
2 7 47879
36 1 88094
37 15 130754
33 2 143418
15 14 61536
26 34 157171
1 33 156556
17 22 259261
19 12 53077
11 31 140288
21 19 124899
20 23 257380
21 16 136776
38 35 125287
20 10 385858
34 10 218693
39 34 134501
28 23 55468
8 3 23785
11 18 115459
6 7 21493
19 32 95813
31 39 133306
32 18 25195
26 22 197771
14 6 65551
21 31 129539
33 27 160981
28 15 72181
6 12 115242
34 3 46413
9 17 261787
18 16 91973
5 16 119364
36 16 132575
12 20 190153
32 2 60078
16 20 290418
19 35 164883
23 7 110171
37 9 146651
17 13 123129
27 18 124688
18 13 97767
21 27 131840
23 18 135115
36 25 144221
11 30 65060
38 33 139536
16 27 134902
27 26 131279
20 11 193387
4 36 73548
32 15 68137
11 25 152168
22 9 107008
19 1 83480
10 18 263615
9 2 93704
21 32 79515
33 6 155492
38 6 77940
22 37 141440
13 3 132184
39 5 107427
6 2 69372
25 38 141921
18 5 87298
5 34 56507
27 20 248871
6 3 64508
31 4 116350
29 22 52236
15 12 111227
2 18 85273
31 18 120878
34 25 154782
26 10 223734
29 17 235887
32 10 238420
37 34 93298
36 8 70486
22 28 82867
35 1 142307
7 10 238671
16 2 117339
28 11 49943
18 28 79647
6 18 49612
16 3 100025
3 37 70261
34 8 70198
27 38 64156
24 32 154327
34 38 36469
13 38 118752
13 20 215248
21 35 148606
23 16 167181
21 24 183434
1 5 49791
12 26 134183
18 22 101954
2 14 53477
15 35 100969
13 16 189740
15 29 100546
5 11 28182
20 14 226556
26 8 152441
10 33 272901
23 27 99953
4 33 174433
37 31 163049
37 36 94521
6 25 154309
35 23 179011
34 7 78991
9 6 105778
37 28 58573
30 10 213216
12 31 143539
24 31 185045
13 39 108398
14 11 83663
21 25 174122
36 22 82105
41 657
15 20 100173
13 21 106181
16 5 110303
26 8 249465
27 16 116783
28 18 62887
9 31 3029
15 31 72196
9 21 49780
12 11 111830
37 38 108688
4 40 126864
16 30 87287
18 20 26685
11 38 214291
6 35 123153
17 40 107315
14 20 92134
27 11 213414
18 11 107702
22 1 128281
12 15 69366
24 21 97445
22 15 75298
2 28 78487
25 27 160350
37 41 70303
17 2 51557
29 17 111166
4 12 134358
41 12 56520
18 21 75400
28 17 98844
33 41 124025
18 40 71358
34 26 101368
18 3 9688
17 12 31835
21 41 127798
19 21 119149
37 18 17905
39 19 84156
28 29 148322
39 1 64296
25 6 118173
25 1 162200
38 27 207049
36 24 170299
5 39 143117
28 13 625
12 9 29742
26 16 6356
6 14 44578
6 5 103320
39 33 103808
22 23 219754
28 27 126126
13 33 106348
22 25 61132
18 25 79917
24 8 204387
15 18 73488
21 3 85088
1 28 158690
18 31 28649
36 25 165908
22 21 42922
11 30 167012
36 27 141009
8 37 267123
8 13 284089
14 13 116031
26 5 110740
34 4 212851
28 21 105556
11 13 171218
36 10 176537
7 31 37061
34 31 97924
25 40 100012
31 17 64606
1 31 124452
27 24 112928
7 28 71299
11 15 181190
38 29 192024
12 24 67654
34 39 114051
37 21 57495
33 21 73728
2 3 25288
2 10 73274
31 12 32771
18 4 138480
27 7 97300
41 20 69653
22 33 104105
2 6 75940
2 30 113958
28 35 105070
35 8 294806
1 15 153848
14 1 116283
27 3 107156
5 17 138667
3 7 9856
26 12 8837
16 39 51478
3 39 41851
32 9 93232
40 5 42530
22 11 140180
16 9 36691
16 11 118773
14 19 109198
26 29 90150
3 20 36373
4 41 190878
13 5 53193
20 19 61004
19 5 71706
24 40 125986
33 6 131967
16 2 26686
10 30 146327
19 8 288499
34 5 153347
9 1 121423
10 40 80781
26 41 47683
4 38 215342
26 28 58172
39 18 40407
24 14 20618
32 15 59909
31 25 51245
20 36 145548
7 9 34032
6 12 64462
19 28 19138
40 11 179060
35 25 4980
32 40 81475
27 32 197563
20 27 122215
25 39 118676
5 2 129488
31 35 46265
28 20 80142
13 23 251779
12 20 30807
18 13 63512
23 36 85103
22 32 100090
4 3 139924
40 26 68210
8 21 276234
8 17 240222
9 25 54274
25 17 114953
36 19 162612
23 26 208681
35 14 140363
23 34 244150
7 14 73861
7 4 130068
9 24 97396
13 27 126751
7 19 52161
32 1 173776
14 41 69845
4 25 182419
19 26 39034
41 10 5276
20 26 21970
10 32 137140
9 17 61577
10 21 133074
33 14 137076
21 16 86471
17 36 146576
20 2 42285
23 20 230651
17 16 47028
19 23 247715
1 34 170174
35 1 167180
33 5 158291
17 15 94002
21 26 80115
9 11 133322
4 32 188263
30 21 151092
30 15 171846
36 14 184312
25 26 84609
40 33 115761
24 33 135159
27 22 112934
10 7 66086
19 33 86585
8 27 276079
21 11 183102
3 38 116277
26 9 30335
36 18 118863
41 15 113857
27 6 136888
