Case #1: 38
3 18 175865
3 19 199641
3 20 203047
3 21 296456
3 22 159330
3 23 99827
3 24 192670
3 25 207922
3 26 12410
3 27 135199
3 28 256867
3 29 171012
3 30 111168
3 31 136327
3 32 157059
3 33 88931
3 34 160295
3 35 206441
3 36 184732
3 37 154936
3 38 217587
3 39 133890
3 40 99398
3 41 208208
4 5 126699
4 6 130263
4 7 125488
4 8 119674
4 9 144776
4 10 161673
4 11 126112
4 12 146703
4 13 151897
4 14 138900
4 15 124347
4 16 109536
4 17 101596
4 18 160580
4 19 115368
4 20 170137
4 21 212185
4 22 157909
4 23 96338
4 24 164437
4 25 110615
4 26 186783
4 27 125608
4 28 255446
4 29 140086
4 30 113443
4 31 138602
4 32 177972
4 33 85442
4 34 156806
4 35 32068
4 36 180998
4 37 111960
4 38 133316
4 39 105657
4 40 95909
4 41 106801
5 6 20368
5 7 79746
5 8 23183
5 9 18077
5 10 95696
5 11 80370
5 12 24708
5 13 116673
5 14 12201
5 15 2352
5 16 110208
5 17 31091
5 18 56351
5 19 106065
5 20 124395
5 21 203230
5 22 31210
5 23 30361
5 24 90780
5 25 91972
5 26 140530
5 27 7079
5 28 128747
5 29 42892
5 30 16952
5 31 42111
5 32 75157
5 33 41257
5 34 81558
5 35 147204
5 36 71103
5 37 66218
5 38 95021
5 39 35978
5 40 30790
5 41 97498
6 7 94573
6 8 38847
6 9 38445
6 10 111360
6 11 95197
6 12 40372
6 13 132337
6 14 32569
6 15 18016
6 16 130576
6 17 51459
6 18 76719
6 19 125750
6 20 140059
6 21 223598
6 22 51578
6 23 46025
6 24 104171
6 25 112340
6 26 156194
6 27 27447
6 28 149115
6 29 56283
6 30 32616
6 31 57775
6 32 95525
6 33 56921
6 34 97222
6 35 162331
6 36 50735
6 37 81882
6 38 115389
6 39 51642
6 40 46454
6 41 117866
7 8 69025
7 9 96447
7 10 50695
7 11 624
7 12 99750
7 13 162515
7 14 91947
7 15 77394
7 16 97311
7 17 110837
7 18 62148
7 19 31177
7 20 71705
7 21 199960
7 22 110956
7 23 79899
7 24 74320
7 25 138947
7 26 156054
7 27 86825
7 28 208493
7 29 122208
7 30 62794
7 31 87953
7 32 80954
7 33 90795
7 34 156600
7 35 157556
7 36 136358
7 37 13528
7 38 80404
7 39 85516
7 40 80328
7 41 39744
8 9 41260
8 10 88671
8 11 69649
8 12 43187
8 13 105952
8 14 35384
8 15 20831
8 16 118174
8 17 54274
8 18 79534
8 19 100202
8 20 113674
8 21 220823
8 22 54393
8 23 23336
8 24 87733
8 25 115155
8 26 129809
8 27 30262
8 28 151930
8 29 66075
8 30 6231
8 31 31390
8 32 98340
8 33 34232
8 34 100037
8 35 140179
8 36 79795
8 37 55497
8 38 118204
8 39 28953
8 40 23765
8 41 108769
9 10 113773
9 11 97071
9 12 42785
9 13 134750
9 14 30278
9 15 20429
9 16 124200
9 17 49168
9 18 38274
9 19 124142
9 20 108357
9 21 221307
9 22 49287
9 23 48438
9 24 108857
9 25 110049
9 26 158607
9 27 25156
9 28 146824
9 29 60969
9 30 35029
9 31 60188
9 32 57080
9 33 59334
9 34 99635
9 35 165281
9 36 76464
9 37 84295
9 38 113098
9 39 54055
9 40 48867
9 41 115575
10 11 50071
10 12 115700
10 13 142722
10 14 107897
10 15 93344
10 16 148006
10 17 126787
10 18 112843
10 19 80624
10 20 122400
10 21 250655
10 22 126906
10 23 65335
10 24 85475
10 25 184004
10 26 177572
10 27 102775
10 28 224443
10 29 133363
10 30 82440
10 31 107599
10 32 131649
10 33 76231
10 34 147595
10 35 144355
10 36 148762
10 37 64223
10 38 129851
10 39 101466
10 40 65764
10 41 89191
11 12 100374
11 13 163139
11 14 92571
11 15 78018
11 16 97935
11 17 111461
11 18 62772
11 19 30553
11 20 72329
11 21 200584
11 22 111580
11 23 80523
11 24 74944
11 25 138323
11 26 156678
11 27 87449
11 28 209117
11 29 122832
11 30 63418
11 31 88577
11 32 81578
11 33 91419
11 34 157224
11 35 158180
11 36 136982
11 37 14152
11 38 79780
11 39 86140
11 40 80952
11 41 39120
12 13 104460
12 14 36909
12 15 22356
12 16 132103
12 17 55799
12 18 81059
12 19 97192
12 20 144399
12 21 217839
12 22 55918
12 23 50365
12 24 114486
12 25 116680
12 26 160534
12 27 31787
12 28 153455
12 29 67600
12 30 36956
12 31 29898
12 32 99865
12 33 61261
12 34 91207
12 35 166304
12 36 91107
12 37 86222
12 38 108323
12 39 55982
12 40 50794
12 41 105759
13 14 128874
13 15 114321
13 16 211664
13 17 104611
13 18 173024
13 19 183129
13 20 207164
13 21 208073
13 22 147883
13 23 116826
13 24 181223
13 25 41282
13 26 179050
13 27 118140
13 28 245420
13 29 159565
13 30 99721
13 31 74562
13 32 191830
13 33 127722
13 34 193527
13 35 119829
13 36 173285
13 37 148987
13 38 204110
13 39 122443
13 40 117255
13 41 174562
14 15 14553
14 16 122409
14 17 43292
14 18 68552
14 19 118266
14 20 136596
14 21 215431
14 22 43411
14 23 42562
14 24 78579
14 25 104173
14 26 138016
14 27 19280
14 28 116546
14 29 30691
14 30 29153
14 31 54312
14 32 87358
14 33 53458
14 34 93759
14 35 138709
14 36 83304
14 37 78419
14 38 107222
14 39 48179
14 40 42991
14 41 109699
15 16 112560
15 17 33443
15 18 58703
15 19 108417
15 20 122043
15 21 205582
15 22 33562
15 23 28009
15 24 92406
15 25 94324
15 26 138178
15 27 9431
15 28 131099
15 29 45244
15 30 14600
15 31 39759
15 32 77509
15 33 38905
15 34 79206
15 35 144852
15 36 68751
15 37 63866
15 38 97373
15 39 33626
15 40 28438
15 41 99850
16 17 141299
16 18 87242
16 19 128488
16 20 90347
16 21 102649
16 22 78998
16 23 94838
16 24 171631
16 25 202180
16 26 183398
16 27 117287
16 28 160530
16 29 153100
16 30 111943
16 31 137102
16 32 68436
16 33 104876
16 34 176240
16 35 141604
16 36 132524
16 37 110839
16 38 23780
16 39 130969
16 40 94409
16 41 131708
17 18 87442
17 19 137156
17 20 155486
17 21 220163
17 22 62301
17 23 61452
17 24 121871
17 25 108905
17 26 145405
17 27 24012
17 28 159838
17 29 73983
17 30 48043
17 31 67590
17 32 106248
17 33 72348
17 34 112649
17 35 133664
17 36 102194
17 37 97309
17 38 126112
17 39 67069
17 40 61881
17 41 128589
18 19 93325
18 20 106797
18 21 189891
18 22 87561
18 23 86712
18 24 109412
18 25 148323
18 26 163455
18 27 63430
18 28 185098
18 29 99243
18 30 73303
18 31 98462
18 32 18806
18 33 97608
18 34 137909
18 35 192648
18 36 114738
18 37 48620
18 38 109327
18 39 92329
18 40 87141
18 41 101892
19 20 99051
19 21 231137
19 22 137275
19 23 111076
19 24 105497
19 25 168876
19 26 187231
19 27 113144
19 28 234812
19 29 148957
19 30 93971
19 31 108567
19 32 112131
19 33 121972
19 34 131425
19 35 147436
19 36 167535
19 37 44705
19 38 110333
19 39 110652
19 40 111505
19 41 8567
20 21 192996
20 22 130378
20 23 124548
20 24 118969
20 25 210652
20 26 200703
20 27 131474
20 28 203317
20 29 166857
20 30 107443
20 31 132602
20 32 125603
20 33 135444
20 34 201249
20 35 202205
20 36 181007
20 37 58177
20 38 66567
20 39 130165
20 40 124977
20 41 107618
21 22 181647
21 23 197487
21 24 274280
21 25 166791
21 26 286047
21 27 196151
21 28 263179
21 29 246122
21 30 214592
21 31 239729
21 32 171085
21 33 207525
21 34 278889
21 35 244253
21 36 228351
21 37 213488
21 38 126429
21 39 231120
21 40 197058
21 41 234357
22 23 61571
22 24 121990
22 25 123182
22 26 171740
22 27 38289
22 28 159957
22 29 74102
22 30 48162
22 31 73321
22 32 106367
22 33 72467
22 34 112768
22 35 178414
22 36 102313
22 37 97428
22 38 63811
22 39 67188
22 40 62000
22 41 128708
23 24 94911
23 25 122333
23 26 112237
23 27 37440
23 28 159108
23 29 73253
23 30 17105
23 31 42264
23 32 105518
23 33 10896
23 34 82260
23 35 128406
23 36 86973
23 37 66371
23 38 118618
23 39 36131
23 40 429
23 41 119643
24 25 182752
24 26 203318
24 27 97859
24 28 195125
24 29 47888
24 30 81502
24 31 106661
24 32 128218
24 33 105807
24 34 122944
24 35 155906
24 36 63287
24 37 60792
24 38 154724
24 39 58780
24 40 95340
24 41 114064
25 26 220332
25 27 84893
25 28 220719
25 29 134864
25 30 108924
25 31 115844
25 32 167129
25 33 133229
25 34 173530
25 35 78547
25 36 163075
25 37 152475
25 38 186993
25 39 127950
25 40 122762
25 41 177443
26 27 147609
26 28 254562
26 29 168707
26 30 123578
26 31 148737
26 32 144649
26 33 101341
26 34 172705
26 35 218851
26 36 197142
26 37 142526
26 38 207178
26 39 146300
26 40 111808
26 41 195798
27 28 135826
27 29 49971
27 30 24031
27 31 43578
27 32 82236
27 33 48336
27 34 88637
27 35 154283
27 36 78182
27 37 73297
27 38 102100
27 39 43057
27 40 37869
27 41 104577
28 29 147237
28 30 145699
28 31 170858
28 32 203904
28 33 170004
28 34 210305
28 35 255255
28 36 199850
28 37 194965
28 38 136750
28 39 164725
28 40 159537
28 41 226245
29 30 59844
29 31 85003
29 32 118049
29 33 84149
29 34 124450
29 35 108018
29 36 107018
29 37 108680
29 38 137913
29 39 78870
29 40 73682
29 41 140390
30 31 25159
30 32 92109
30 33 28001
30 34 93806
30 35 133948
30 36 73564
30 37 49266
30 38 111973
30 39 22722
30 40 17534
30 41 102538
31 32 117268
31 33 53160
31 34 118965
31 35 159107
31 36 98723
31 37 74425
31 38 137132
31 39 47881
31 40 42693
31 41 100000
32 33 116414
32 34 156715
32 35 210040
32 36 133544
32 37 67426
32 38 92216
32 39 111135
32 40 105947
32 41 120698
33 34 71364
33 35 117510
33 36 97869
33 37 77267
33 38 128656
33 39 47027
33 40 10467
33 41 130539
34 35 188874
34 36 59657
34 37 143072
34 38 176579
34 39 112832
34 40 81831
34 41 122858
35 36 203816
35 37 144028
35 38 165384
35 39 137725
35 40 127977
35 41 138869
36 37 122830
36 38 156304
36 39 92590
36 40 87402
36 41 168601
37 38 93932
37 39 71988
37 40 66800
37 41 53272
38 39 130999
38 40 118189
38 41 107928
39 40 36560
39 41 119219
40 41 120072
Case #292: 489
1 2 54243
1 3 51310
1 4 26614
1 5 59099
1 6 71513
1 7 47091
1 8 54651
1 9 52341
1 10 19672
1 12 90734
1 13 47549
1 14 71287
1 15 82991
1 16 34550
1 17 101923
1 18 55294
1 19 158826
1 20 171118
1 21 128067
1 22 52939
1 23 55606
1 24 32677
1 25 147158
1 27 17913
1 28 232410
1 29 75521
1 30 62502
1 32 42481
1 33 108141
1 34 25229
1 35 99349
1 36 64207
2 3 97107
2 4 67800
2 5 4856
2 6 30658
2 7 38359
2 8 38877
2 11 56183
2 12 126826
2 13 6694
2 14 102428
2 15 88736
2 16 38335
2 17 80278
2 18 96480
2 19 104583
2 21 105619
2 22 56724
2 23 87236
2 24 68769
2 25 92915
2 26 107283
2 27 54005
2 28 232898
2 31 57888
2 32 42969
2 33 111926
2 34 29014
2 36 100299
3 4 77924
3 6 122823
3 7 98401
3 8 105961
3 11 143578
3 13 98859
3 14 122597
3 15 134301
3 16 85860
3 18 106604
3 19 191978
3 20 221066
3 21 76757
3 22 104249
3 25 96646
3 27 43102
3 28 271332
3 29 126831
3 30 113812
3 31 136264
3 32 93791
3 33 159451
3 34 76539
3 35 144561
3 36 89396
4 5 72656
4 7 73705
4 8 81265
4 10 33229
4 11 123983
4 12 117348
4 16 48107
4 18 28680
4 19 172383
4 20 197732
4 22 66496
4 23 82220
4 24 59291
4 25 160715
4 26 102756
4 27 44527
4 28 259024
4 29 89078
4 31 111568
4 33 121698
4 34 38786
4 35 112906
4 36 90821
5 6 35514
5 7 41581
5 8 34021
5 9 83577
5 10 39427
5 11 51327
5 13 11550
5 14 107284
5 16 43191
5 17 85134
5 18 101336
5 19 99727
5 20 174828
5 22 61580
5 23 92092
5 24 63913
5 25 88059
5 26 112139
5 27 49149
5 28 236120
5 29 49455
5 32 46191
5 33 116782
5 34 33870
5 36 95443
6 7 69017
6 8 69535
6 10 51841
6 11 86841
6 12 157484
6 13 23964
6 14 73889
6 15 119394
6 17 49620
6 20 202264
6 22 73994
6 25 123573
6 26 96314
6 27 84663
6 28 263556
6 30 82674
6 31 75158
6 33 128990
6 34 46284
6 35 131518
6 36 130957
7 8 7560
7 11 92908
7 12 137825
7 13 45053
7 15 57419
7 16 76694
7 17 118637
7 18 102385
7 19 141308
7 20 133247
7 23 84804
7 24 79768
7 25 129640
7 26 115241
7 27 65004
7 28 194539
7 30 101601
7 31 96247
7 32 4610
7 33 147917
7 36 111298
8 9 106992
8 10 73448
8 11 85348
8 12 140391
8 13 45571
8 15 49859
8 17 119155
8 18 109945
8 20 140807
8 22 67558
8 23 77244
8 24 87328
8 25 122080
8 26 118117
8 28 202099
8 29 83476
8 30 104477
8 31 96765
8 33 150793
8 34 67891
9 10 72013
9 11 131235
9 12 107249
9 13 95127
9 14 123628
9 15 126396
9 17 153566
9 18 92167
9 19 183304
9 23 99011
9 24 19664
9 26 128483
9 27 34428
9 29 127862
9 30 114843
9 31 128359
9 32 94822
9 33 160482
9 34 77570
9 35 135887
9 36 11866
10 11 90754
10 13 27877
10 15 92181
10 17 101461
10 19 139154
10 20 190790
10 21 126802
10 24 52349
10 26 83826
10 27 37585
10 28 252082
10 30 70186
10 31 79071
10 32 62153
10 33 88469
10 34 5557
10 35 79677
10 36 83879
11 12 173297
11 15 135207
11 16 94518
11 18 152663
11 19 151054
11 20 226155
11 21 161802
11 22 112907
11 23 143419
11 24 111571
11 25 139386
11 26 163466
11 27 100476
11 28 252286
11 29 100782
11 30 149826
11 31 114071
11 32 97518
11 33 168109
11 34 85197
11 35 170431
12 13 133520
12 14 143003
12 18 146028
12 19 221697
12 20 198213
12 21 192680
12 22 97299
12 25 210029
12 26 147858
12 29 119881
12 30 134218
12 33 180534
12 34 113872
12 35 28638
12 36 119115
13 15 95430
13 16 31641
13 17 73584
13 18 89786
13 19 111277
13 20 178300
13 22 50030
13 23 80542
13 24 75463
13 26 100589
13 27 60699
13 28 239592
13 30 86949
13 31 51194
13 33 105232
13 35 107554
13 36 106993
14 15 59625
14 17 123509
14 18 126581
14 19 113792
14 20 209676
14 21 194659
14 22 45704
14 23 77233
14 25 164657
14 26 22425
14 28 270968
14 30 8785
14 31 106581
14 33 55101
14 35 121519
14 36 135494
15 16 77303
15 19 173417
15 21 194355
15 22 58914
15 23 27385
15 24 115668
15 25 171939
15 26 82050
15 27 100904
15 29 81496
15 30 68410
15 31 56733
15 32 62029
15 33 114726
15 34 86624
15 36 138262
16 18 76787
16 19 142918
16 20 182361
16 21 130566
16 24 67227
16 25 131250
16 28 243653
16 29 40971
16 31 79266
16 32 77031
16 34 9321
16 35 94555
16 36 98757
17 18 103989
17 22 123614
17 23 154126
17 24 134600
17 25 173193
17 26 145934
17 27 119836
17 28 285056
17 29 121905
17 30 132294
17 31 124778
17 32 123247
17 34 95904
17 35 181138
17 36 165432
18 19 201063
18 20 226412
18 21 183361
18 22 95176
18 24 72503
18 26 131436
18 28 285969
18 29 117758
18 31 140248
18 32 97775
18 33 150378
18 34 67466
18 35 141586
18 36 104033
19 20 274555
19 21 210202
19 23 173455
19 24 163640
19 26 118647
19 27 148876
19 28 244777
19 32 145918
19 33 151323
19 34 133597
19 36 195170
20 22 163972
20 23 132443
20 24 163200
20 25 224732
20 26 212717
20 27 177964
20 28 61292
20 30 200891
20 32 128637
20 33 247207
20 34 191682
20 35 221722
20 36 155402
21 22 148955
21 24 134623
21 25 69211
21 26 199514
21 27 119859
21 28 274606
21 29 150218
21 30 185874
21 32 148588
21 33 204157
21 34 121245
21 35 206479
21 36 145716
22 23 31529
22 24 85616
22 25 149639
22 26 50559
22 27 70852
22 28 225264
22 29 22582
22 30 36919
22 31 60877
22 32 69292
22 33 83235
22 36 117146
23 24 88283
23 25 180151
23 26 82088
23 27 73519
23 28 193735
23 30 68448
23 31 29348
23 32 89414
23 33 114764
23 34 59239
23 35 89279
23 36 110877
24 25 151972
24 27 14764
24 28 213466
24 29 108198
24 30 95179
24 31 117631
24 32 75158
24 33 140818
24 34 57906
24 35 116223
24 36 31530
25 26 187082
25 28 286024
25 29 137514
25 30 173442
25 31 150803
25 32 134250
25 33 204841
25 34 121929
25 35 207163
25 36 183502
26 27 94055
26 28 274009
26 30 13640
26 31 111436
26 32 118623
26 33 59956
26 34 78269
26 35 143944
26 36 140349
27 28 228230
27 29 93434
27 30 80415
27 31 102867
27 32 60394
27 33 126054
27 34 43142
27 35 101459
28 31 223083
28 32 189929
28 33 308499
28 34 252081
28 35 283014
28 36 181936
29 30 59501
29 31 83459
29 32 87568
29 33 98286
29 34 50292
29 35 135526
29 36 139728
30 31 97796
30 33 46316
30 35 130304
30 36 126709
31 32 100857
31 33 144112
31 34 73514
31 35 118627
31 36 140225
32 33 150622
32 35 123923
32 36 106688
33 34 82912
34 35 85234
34 36 89436
35 36 147753
Case #293: Impossible
Case #294: 108
1 2 223139
1 3 120656
1 4 267097
1 5 44886
1 6 146578
1 7 107325
1 9 208933
1 10 110648
1 11 25480
1 12 221121
1 13 223493
1 14 116031
2 3 292835
2 4 381011
2 5 217065
2 6 369717
2 7 279504
2 8 254628
2 15 230839
2 18 357283
3 4 173103
3 5 75770
3 6 267234
3 7 13331
3 8 46720
3 9 170117
3 11 95176
3 12 140021
3 13 129499
3 14 236687
3 15 128356
3 16 222217
3 18 104004
4 5 222211
4 7 159772
4 11 241617
4 12 313124
4 13 209162
4 14 383128
4 17 334852
4 18 277107
5 6 191464
5 7 62439
5 8 95828
5 9 245143
5 10 155534
5 12 215047
5 13 178607
5 15 52586
5 16 271325
5 17 112641
6 7 253903
6 8 287292
6 9 185634
6 10 257226
6 11 172058
6 14 30547
6 15 205238
6 16 341252
6 17 214333
6 18 251747
7 8 33389
7 11 81845
7 12 153352
7 13 116168
7 15 115025
7 16 208886
7 17 175080
8 9 216837
8 11 115234
8 13 82779
8 14 256745
8 15 148414
8 16 175497
8 17 208469
9 11 225737
9 12 30096
9 13 299616
9 14 155087
9 15 192557
9 16 312132
9 17 141178
9 18 66113
10 11 136128
10 13 220779
10 14 226679
10 16 128061
10 17 42893
10 18 250184
11 12 195641
11 13 198013
11 14 141511
11 16 264189
12 13 269520
12 14 185183
12 15 162461
12 17 171274
13 15 231193
13 16 92718
13 18 233503
14 16 310705
14 17 183786
14 18 221200
15 16 297369
15 17 126415
15 18 126444
16 17 170954
17 18 207291
Case #295: 10
1 2 264867
1 3 531632
1 4 131840
1 5 524717
1 6 320204
2 3 796499
2 5 637772
3 5 493393
4 5 656557
4 6 452044
Case #296: 65
1 2 294153
1 8 267722
1 9 197498
1 11 62343
1 14 220751
1 15 71321
1 16 247086
2 4 513061
2 7 411998
2 12 187567
2 13 76251
2 14 273756
2 17 538629
2 18 462000
2 20 417639
3 8 343725
3 12 281941
3 17 449264
3 18 140972
4 5 463779
4 7 472521
4 8 472190
4 11 397220
4 12 594813
4 14 425219
4 15 406198
5 7 247359
5 8 195183
5 16 121877
5 18 289514
5 20 292095
6 7 416600
6 8 311754
6 11 240085
6 14 264783
6 15 322921
6 16 291118
6 17 529656
6 18 470973
7 14 151817
7 18 536873
7 19 303360
8 13 244476
8 16 73306
9 12 420124
9 13 174252
9 20 167136
10 14 321096
10 18 583688
11 13 172807
11 17 323161
11 20 426977
12 13 245872
12 14 443377
12 15 351854
12 16 469712
12 17 592178
13 14 197505
13 18 538251
14 19 376128
14 20 143883
15 19 237037
16 18 411391
16 20 170218
17 20 183073
Case #297: 7
1 4 555453
1 5 581158
1 6 337297
2 3 492811
3 6 660400
4 6 588549
5 6 243861
Case #298: 4
1 2 692728
1 6 494161
2 6 198567
4 6 23108
Case #299: Impossible
Case #300: 174
1 3 173865
1 16 116321
1 23 266843
1 30 267152
1 41 208415
2 6 374855
2 12 245502
2 19 159626
2 39 355512
2 40 50930
2 41 161026
2 49 165011
3 9 142459
3 27 189615
3 36 242730
3 39 277473
3 42 163850
3 43 96227
3 47 204001
4 11 377944
4 12 386371
4 13 356049
4 32 557469
4 39 506268
4 46 452685
4 47 237081
5 22 206146
5 29 129003
5 37 56794
6 11 377864
6 15 373400
6 19 397251
6 34 305339
6 45 392156
6 46 437978
6 47 346647
6 50 438179
7 13 260824
7 22 267918
7 29 226768
7 34 385144
7 40 241727
7 48 228622
7 50 261390
8 12 360207
8 17 444470
8 26 249775
8 31 292909
8 45 288204
8 49 216294
9 21 131382
9 27 228254
9 47 224858
10 14 281315
10 27 253774
10 43 58805
10 45 270212
10 47 224703
10 48 202895
11 14 161328
11 15 129692
11 27 130974
11 28 234269
11 33 98337
11 35 233158
11 37 74537
11 38 36886
11 46 147907
11 48 27554
11 49 97516
12 22 366410
12 30 124180
12 37 217058
12 45 194799
13 14 267088
13 19 169572
13 23 141077
13 32 413901
13 33 65383
13 34 244261
13 48 113692
13 49 160354
14 20 235531
14 24 504101
14 29 231054
14 30 225450
14 39 407683
14 43 222510
15 21 128308
15 28 162379
15 31 193512
15 33 171270
15 37 149121
15 38 93412
15 42 178142
15 48 102138
16 21 35199
16 26 65308
16 35 196575
17 33 257351
17 40 303637
17 41 318841
17 46 383573
17 49 287680
18 28 210742
18 32 366280
18 34 196640
18 37 98610
18 49 112733
18 50 149368
19 20 183317
19 25 193555
19 32 370992
20 23 48622
20 28 214005
20 40 73358
20 47 132713
21 41 127293
22 28 317110
22 37 214266
22 38 205667
22 39 478071
22 44 334598
22 46 316688
23 31 190508
23 44 191601
23 47 181335
24 31 455129
24 36 489182
24 45 418793
24 47 464302
25 31 152124
25 42 125355
26 38 65611
26 43 101245
26 45 125122
26 49 120999
27 42 181075
27 43 260944
28 33 135932
28 36 363250
28 38 216047
28 42 142804
28 49 281904
28 50 327269
29 30 149040
29 36 257669
29 41 134693
29 46 202690
29 49 165854
29 50 202489
30 33 130213
30 34 202417
30 44 92368
30 45 229307
31 32 329561
31 34 261326
31 39 278360
31 43 190031
31 50 224978
32 35 505813
32 36 456744
32 39 581961
32 41 401332
34 41 188560
34 47 270499
35 47 185859
38 46 111021
39 40 304582
39 49 274084
40 47 99871
40 49 141257
44 48 138263
45 49 175730
Case #301: Impossible
Case #302: Impossible
Case #303: 178
1 3 82934
1 4 267228
1 6 147692
1 7 199577
1 10 8069
1 14 60482
1 15 139670
1 16 58199
1 17 89068
1 18 311717
1 19 118584
1 20 71223
1 23 114940
1 26 77985
1 29 174430
1 30 109836
2 3 157655
2 5 153294
2 9 243378
2 10 121992
2 12 101623
2 14 174405
2 19 184518
2 21 101700
2 24 5941
2 29 121095
3 5 71669
3 7 126541
3 8 78511
3 11 57233
3 12 123340
3 14 91695
3 16 57965
3 18 354708
3 22 176874
3 23 146153
3 24 163596
3 25 162140
3 26 4949
3 28 159863
4 5 260912
4 6 169382
4 10 264108
4 11 246476
4 14 252526
4 15 161360
4 17 259931
4 22 270694
4 23 230569
4 26 194192
4 29 265554
5 6 178217
5 8 102374
5 10 106020
5 11 14436
5 12 51671
5 14 73482
5 16 39752
5 17 52475
5 19 131584
5 21 58774
5 22 138786
5 24 159235
6 7 160407
6 9 268301
6 12 126546
6 13 215744
6 15 41824
6 16 186019
6 19 209441
6 20 180897
6 28 199375
6 29 146018
7 10 191508
7 15 202231
7 18 322415
7 19 266440
7 20 161584
7 21 139107
7 22 59095
7 26 121592
8 12 154045
8 17 93491
8 20 75646
8 21 64976
8 22 144988
8 26 73562
9 13 150574
9 14 134158
9 16 82282
9 17 113151
9 18 421374
9 19 163763
9 22 260820
9 23 188616
9 26 135298
9 29 295039
10 11 91584
10 13 68829
10 15 138893
10 16 66268
10 17 97137
10 18 319045
10 23 106871
10 24 127933
10 25 87275
10 26 69916
10 27 75341
10 28 120581
10 30 101767
11 12 66107
11 13 75462
11 15 150829
11 16 25316
11 20 12292
11 21 73210
11 26 52284
11 29 219927
12 17 104146
12 21 110445
12 25 136340
12 29 222718
12 30 134684
13 14 16416
13 17 81015
13 18 300379
13 25 156104
13 26 103162
13 28 51752
13 30 32938
14 15 191306
14 16 51876
14 18 316795
14 23 54458
14 24 180346
14 27 42803
14 28 68168
15 20 163121
15 21 84799
15 23 191111
15 25 51618
16 20 13024
16 23 106334
16 27 9073
16 28 120044
16 30 101230
17 20 25747
17 23 119057
17 24 179760
17 30 113953
18 20 353027
18 21 298753
18 24 202994
18 25 231770
18 29 318148
19 24 190459
19 27 100905
19 29 284168
20 25 121257
20 28 114922
20 29 207635
21 22 80012
21 23 168201
21 25 136417
21 28 181911
22 23 248213
22 24 132176
22 28 261923
22 29 247330
23 24 180151
23 25 139493
23 26 141204
25 28 203358
25 30 189042
26 27 43943
26 29 243569
27 28 110971
29 30 275420
Case #304: 25
1 6 893714
1 19 440126
3 6 826075
3 14 355365
4 5 814683
5 9 645793
6 13 470672
6 19 453588
8 13 643945
8 15 834527
8 21 381547
10 12 965339
10 15 608818
13 17 567314
13 19 607734
13 21 262398
13 24 882872
14 17 67846
15 16 668904
15 17 757896
16 20 495391
16 22 804052
20 21 711315
22 23 655311
23 24 982213
Case #305: Impossible
Case #306: 119
1 2 336693
1 7 252488
1 11 248032
1 13 166019
1 14 266624
1 15 282695
1 22 165348
1 24 177887
1 29 116066
2 3 189389
2 4 452202
2 5 204554
2 9 270019
2 16 300366
2 21 302325
2 22 266799
2 24 279338
2 26 228993
2 28 159924
3 6 222847
3 9 273794
3 10 318845
3 15 376362
3 18 204184
3 28 187106
4 5 266693
4 6 270456
4 7 333212
4 8 252071
4 10 339355
4 15 358618
4 24 330722
4 26 223209
5 13 79647
5 15 215977
5 19 71760
5 20 60623
5 29 258691
6 11 208469
6 12 10370
6 20 58789
6 23 50972
6 24 60266
6 28 59148
6 29 233687
7 11 214546
7 13 146166
7 14 246771
7 21 279583
7 23 119325
7 24 230563
7 29 325210
8 9 69888
8 15 172456
8 19 28239
8 24 136375
8 27 128129
8 29 249808
9 10 75120
9 11 202248
9 12 98643
9 14 168549
9 15 102568
9 22 136000
9 24 148539
9 30 281160
10 11 277368
10 14 243669
10 18 144754
10 19 173247
10 23 177039
10 26 116146
10 28 185215
10 30 249012
11 17 244457
11 23 222115
12 18 29033
12 23 61342
12 24 70636
13 15 170512
13 17 134380
13 18 55502
13 20 95628
14 18 156107
14 21 234002
14 24 235036
15 16 214967
15 20 212304
15 24 251107
15 26 143594
15 29 282488
16 20 140083
16 21 231688
16 24 178886
16 28 140442
17 19 163716
17 24 214975
17 26 107462
18 22 66390
18 25 54443
19 28 116390
19 29 278047
20 22 106516
20 24 119055
20 25 94569
20 26 68710
20 29 289656
21 24 267828
21 25 243342
21 27 225400
21 28 229384
21 30 380795
23 26 60893
24 25 96058
24 29 293953
25 28 94928
25 29 269467
25 30 323161
29 30 144216
Case #307: 10
1 7 217855
1 10 514680
3 6 331733
4 7 597716
4 8 306445
5 7 584956
5 9 506143
6 8 514997
7 10 564733
9 10 430779
Case #308: 354
1 3 104274
1 5 50937
1 6 194280
1 7 223176
1 8 130828
1 9 193700
1 11 61986
1 12 163852
1 13 172237
1 14 83340
1 15 185063
1 16 197009
1 17 11795
1 18 134668
1 19 98789
1 20 169558
1 21 114889
1 22 93733
1 23 179585
1 24 140854
1 26 98879
1 27 238908
1 28 96801
1 29 81960
2 4 51697
2 5 137274
2 6 143865
2 7 188942
2 8 96594
2 9 104661
2 10 135567
2 12 121547
2 13 185893
2 14 104133
2 15 47435
2 16 110466
2 17 125833
2 18 148324
2 20 51530
2 21 72584
2 22 43895
2 23 63136
2 24 3226
2 25 22258
2 26 88594
2 27 247253
2 28 46963
2 29 55668
3 4 79108
3 5 131621
3 6 90006
3 7 216353
3 8 124005
3 9 160283
3 10 10500
3 11 103053
3 12 101446
3 13 161345
3 14 20934
3 15 164603
3 16 190186
3 17 92479
